iter	Passed	Remaining
584	6157	4367
585	6170	4359
586	6180	4348
587	6190	4337
588	6200	4326
589	6209	4315
590	6219	4304
591	6229	4293
592	6238	4281
593	6248	4270
594	6257	4259
595	6267	4248
596	6277	4237
597	6286	4226
598	6296	4215
599	6306	4204
600	6315	4193
601	6325	4182
602	6335	4171
603	6345	4160
604	6355	4149
605	6365	4138
606	6375	4127
607	6384	4116
608	6394	4105
609	6404	4094
610	6414	4083
611	6423	4072
612	6432	4061
613	6442	4049
614	6452	4039
615	6461	4028
616	6471	4017
617	6481	4006
618	6491	3995
619	6502	3985
620	6516	3977
621	6530	3968
622	6548	3962
623	6564	3955
624	6580	3948
625	6598	3942
626	6616	3936
627	6633	3929
628	6649	3921
629	6668	3916
630	6688	3911
631	6706	3905
632	6723	3898
633	6740	3891
634	6757	3883
635	6773	3876
636	6788	3868
637	6806	3862
638	6823	3854
639	6841	3848
640	6858	3841
641	6876	3834
642	6893	3827
643	6908	3819
644	6923	3810
645	6939	3802
646	6955	3794
647	6971	3786
648	6987	3778
649	7003	3771
650	7019	3763
651	7036	3755
652	7052	3747
653	7069	3740
654	7085	3732
655	7102	3724
656	7118	3716
657	7135	3708
658	7152	3701
659	7169	3693
660	7185	3684
661	7202	3677
662	7220	3670
663	7238	3662
664	7255	3655
665	7270	3646
666	7288	3638
667	7305	3630
668	7320	3621
669	7336	3613
670	7349	3603
671	7360	3592
672	7374	3582
673	7390	3574
674	7406	3566
675	7421	3557
676	7438	3548
677	7456	3541
678	7471	3532
679	7487	3523
680	7505	3515
681	7522	3507
682	7538	3498
683	7555	3490
684	7571	3481
685	7588	3473
686	7605	3464
687	7621	3456
688	7636	3446
689	7651	3437
690	7666	3428
691	7682	3419
692	7698	3410
693	7714	3401
694	7732	3393
695	7747	3383
696	7763	3374
697	7779	3365
698	7795	3356
699	7811	3347
700	7828	3339
701	7844	3329
702	7860	3320
703	7877	3312
704	7895	3303
705	7912	3295
706	7928	3285
707	7944	3276
708	7960	3267
709	7975	3257
710	7992	3248
711	8009	3239
712	8026	3230
713	8041	3221
714	8057	3211
715	8073	3202
716	8089	3192
717	8103	3182
718	8119	3173
719	8134	3163
720	8151	3154
721	8170	3145
722	8186	3136
723	8202	3126
724	8217	3116
725	8231	3106
726	8248	3097
727	8262	3087
728	8272	3075
729	8282	3063
730	8292	3051
731	8302	3039
732	8311	3027
733	8321	3015
734	8330	3003
735	8340	2991
736	8350	2979
737	8359	2967
738	8368	2955
739	8378	2943
740	8387	2931
741	8400	2921
742	8414	2910
743	8424	2898
744	8433	2886
745	8443	2874
746	8453	2863
747	8463	2851
748	8473	2839
749	8482	2827
750	8492	2815
751	8502	2803
752	8511	2792
753	8521	2780
754	8531	2768
755	8542	2757
756	8552	2745
757	8562	2733
758	8572	2721
759	8582	2710
760	8591	2698
761	8601	2686
762	8612	2675
763	8621	2663
764	8631	2651
765	8643	2640
766	8659	2630
767	8676	2621
768	8694	2611
769	8710	2601
770	8726	2591
771	8743	2582
772	8759	2572
773	8776	2562
774	8793	2552
775	8809	2542
776	8826	2533
777	8841	2523
778	8857	2512
779	8873	2502
780	8889	2492
781	8905	2482
782	8922	2472
783	8939	2462
784	8956	2452
785	8972	2442
786	8989	2432
787	9006	2422
788	9022	2412
789	9038	2402
790	9055	2392
791	9071	2382
792	9087	2372
793	9102	2361
794	9119	2351
795	9134	2341
796	9151	2330
797	9167	2320
798	9184	2310
799	9201	2300
800	9217	2289
801	9231	2279
802	9247	2268
803	9264	2258
804	9281	2248
805	9297	2237
806	9314	2227
807	9332	2217
808	9347	2206
809	9364	2196
810	9380	2186
811	9396	2175
812	9411	2164
813	9427	2154
814	9444	2143
815	9460	2133
816	9476	2122
817	9492	2112
818	9508	2101
819	9526	2091
820	9543	2080
821	9560	2070
822	9577	2059
823	9593	2049
824	9611	2038
825	9627	2028
826	9644	2017
827	9661	2006
828	9677	1996
829	9692	1985
830	9708	1974
831	9721	1963
832	9737	1952
833	9753	1941
834	9764	1929
835	9779	1918
836	9791	1906
837	9802	1895
838	9812	1883
839	9823	1871
840	9832	1858
841	9842	1846
842	9852	1834
843	9861	1822
844	9871	1810
845	9882	1798
846	9892	1786
847	9903	1775
848	9912	1763
849	9922	1751
850	9932	1739
851	9942	1727
852	9951	1715
853	9962	1703
854	9972	1691
855	9982	1679
856	9992	1667
857	10002	1655
858	10011	1643
859	10023	1631
860	10036	1620
861	10052	1609
862	10069	1598
863	10086	1587
864	10101	1576
865	10116	1565
866	10132	1554
867	10149	1543
868	10166	1532
869	10183	1521
870	10201	1510
871	10219	1500
872	10235	1488
873	10251	1477
874	10267	1466
875	10283	1455
876	10300	1444
877	10317	1433
878	10335	1422
879	10352	1411
880	10369	1400
881	10386	1389
882	10403	1378
883	10420	1367
884	10439	1356
885	10455	1345
886	10472	1334
887	10488	1322
888	10505	1311
889	10520	1300
890	10537	1289
891	10553	1277
892	10569	1266
893	10585	1255
894	10600	1243
895	10618	1232
896	10635	1221
897	10646	1209
898	10662	1197
899	10674	1186
900	10685	1174
901	10695	1162
902	10707	1150
903	10716	1138
904	10727	1126
905	10737	1114
906	10748	1102
907	10758	1090
908	10768	1078
909	10779	1066
910	10788	1054
911	10798	1041
912	10809	1030
913	10819	1017
914	10828	1005
915	10838	993
916	10848	981
917	10857	969
918	10867	957
919	10877	945
920	10887	933
921	10897	921
922	10907	909
923	10917	898
924	10927	886
925	10938	874
926	10952	862
927	10969	851
928	10987	839
929	11004	828
930	11020	816
931	11037	805
932	11051	793
933	11068	782
934	11084	770
935	11100	759
936	11116	747
937	11132	735
938	11148	724
939	11164	712
940	11181	701
941	11198	689
942	11215	677
943	11231	666
944	11248	654
945	11264	643
946	11281	631
947	11299	619
948	11317	608
949	11331	596
950	11350	584
951	11365	573
952	11381	561
953	11399	549
954	11416	537
955	11433	526
956	11450	514
957	11467	502
958	11484	490
959	11500	479
960	11518	467
961	11535	455
962	11552	443
963	11568	432
964	11585	420
965	11601	408
966	11617	396
967	11633	384
968	11647	372
969	11663	360
970	11676	348
971	11691	336
972	11704	324
973	11714	312
974	11724	300
975	11734	288
976	11744	276
977	11753	264
978	11763	252
979	11773	240
980	11783	228
981	11793	216
982	11803	204
983	11813	192
984	11823	180
985	11833	168
986	11843	155
987	11854	143
988	11864	131
989	11874	119
990	11885	107
991	11896	95
992	11907	83
993	11916	71
994	11926	59
995	11937	47
996	11947	35
997	11957	23
998	11966	11
999	11976	0
