iter	Logloss	Accuracy
112	0.2573835543	0.9109491875
113	0.2573055265	0.9110136704
114	0.2571181295	0.9111426361
115	0.2570205228	0.9111748775
116	0.2569178021	0.9114005674
117	0.2568306566	0.9112716018
118	0.2566892072	0.9113360846
119	0.256613753	0.9113038432
120	0.2565748594	0.9114328089
121	0.2564951298	0.9115295331
122	0.2563880402	0.9117874645
123	0.2562986846	0.9118841888
124	0.2562319773	0.9118841888
125	0.2561510466	0.9119164302
126	0.2560850999	0.9120776373
127	0.2560468334	0.9121098788
128	0.2558412505	0.9120131545
129	0.255780759	0.9121098788
130	0.2557230481	0.9120776373
131	0.2555878801	0.9120453959
132	0.255470655	0.9123033273
133	0.2553967578	0.9124645344
134	0.255317085	0.9124645344
135	0.255238757	0.912657983
136	0.2550750964	0.9125935001
137	0.2549688509	0.9125290173
138	0.2548863438	0.9128836729
139	0.2547564851	0.9129159144
140	0.254626875	0.9130126386
141	0.2545332975	0.9130771215
142	0.254470662	0.9130771215
143	0.2543177629	0.9130771215
144	0.2542418155	0.9131093629
145	0.2541799928	0.9131738458
146	0.254053999	0.9133672943
147	0.2540059853	0.9133350529
148	0.2538798226	0.9134640186
149	0.2537848424	0.91349626
150	0.2536882517	0.9136252257
151	0.2535774717	0.9137864328
152	0.2535098474	0.91372195
153	0.2533706194	0.9136574671
154	0.2533229023	0.91372195
155	0.2532331364	0.9138509157
156	0.253190826	0.9138509157
157	0.2530770821	0.9138831571
158	0.2529176593	0.914108847
159	0.2528590446	0.9142055713
160	0.2527767513	0.9142055713
161	0.252738496	0.9142700542
162	0.2526383644	0.9144312613
163	0.2525337422	0.914560227
164	0.2524018626	0.9147859169
165	0.2523021406	0.9149793655
166	0.2522528607	0.9150116069
167	0.2521862068	0.9149793655
168	0.2521242079	0.9150438483
169	0.2520475042	0.9151405726
170	0.2519133663	0.9152372969
171	0.2518516474	0.9153017797
172	0.2517926333	0.9153340212
173	0.2516593936	0.9153017797
174	0.2515896949	0.9153017797
175	0.2515356967	0.9153017797
176	0.2513902914	0.9153340212
177	0.2512432899	0.9153662626
178	0.2511726683	0.9154952283
179	0.2510610716	0.915624194
180	0.2509876273	0.9156564354
181	0.2509104827	0.9157209182
182	0.2507931495	0.9157854011
183	0.2507120159	0.9158498839
184	0.2506626716	0.9158498839
185	0.2505584472	0.9158821254
186	0.2504959929	0.916011091
187	0.2504145948	0.9161400567
188	0.2502770437	0.9160755739
189	0.2501975336	0.9161078153
190	0.2501093557	0.9162690224
191	0.2500510121	0.9163012639
192	0.2499742491	0.9165269538
193	0.2498695515	0.9164947124
194	0.2498089873	0.9163657467
195	0.2496792212	0.9168493681
196	0.2496030697	0.9168816095
197	0.2494371727	0.9169460923
198	0.2493563381	0.9170428166
199	0.2492529626	0.9169138509
200	0.2491663849	0.9169783338
201	0.2490745019	0.9172040237
202	0.2489761433	0.9171717823
203	0.2489136923	0.9172362652
204	0.2488037079	0.9172040237
205	0.2487308723	0.9172362652
206	0.2486778387	0.9173329894
207	0.2486117332	0.9174941965
208	0.2485353806	0.9175909208
209	0.2484337003	0.9177843694
210	0.248345338	0.9176554037
211	0.2482781569	0.9176876451
212	0.2482111335	0.9177843694
213	0.2481144548	0.9177198865
214	0.2480473683	0.9178488522
215	0.2479247131	0.9179778179
216	0.247862201	0.9178810936
217	0.2477560002	0.9180423007
218	0.247603621	0.9178810936
219	0.2475359897	0.9180100593
220	0.2474762787	0.9180423007
221	0.2473900948	0.918139025
222	0.2473517915	0.9181067836
223	0.2472581214	0.9182679907
224	0.2471867543	0.9183324736
225	0.2470805264	0.9184614393
226	0.2470344164	0.9183969564
227	0.2469819287	0.9184614393
228	0.2469474976	0.9184614393
229	0.2468767362	0.9183969564
230	0.2467836823	0.9185259221
231	0.2466926247	0.9187516121
232	0.2466219983	0.9187516121
233	0.2465646462	0.9187838535
234	0.2464523628	0.9187516121
235	0.2464107129	0.9186871292
236	0.2463174335	0.9186871292
237	0.2462073555	0.9187516121
238	0.2460950144	0.9188160949
239	0.2460471779	0.9187838535
240	0.2460078649	0.9188483363
241	0.245945926	0.9189450606
242	0.2458281297	0.9189450606
243	0.2457558752	0.918977302
244	0.2456444069	0.9189450606
245	0.2455634759	0.9188805778
246	0.2454970668	0.9188805778
247	0.2453663495	0.918977302
248	0.2452849549	0.9189450606
249	0.2452403111	0.9189128192
250	0.2451513655	0.9188805778
251	0.245071204	0.9190417849
252	0.245009702	0.9190417849
253	0.2449490692	0.9191062677
254	0.244904713	0.9190740263
255	0.2448068597	0.9191062677
256	0.2447633204	0.9190417849
257	0.2446741568	0.9191385092
258	0.2446141398	0.9191385092
259	0.2446002775	0.919202992
260	0.2445814172	0.9192674749
261	0.2445006484	0.9192997163
262	0.2444648524	0.919428682
263	0.2444011642	0.9193319577
264	0.2443193247	0.9193319577
265	0.2442434642	0.9193641991
266	0.2441830488	0.9194931648
267	0.2441267581	0.9195254062
268	0.2440736911	0.9194931648
269	0.2440311909	0.9194931648
270	0.2439434923	0.9195898891
271	0.2438613889	0.9197510962
272	0.2437935223	0.9197510962
273	0.2437011345	0.9197510962
274	0.2436106213	0.9197833376
275	0.2435565242	0.9197510962
276	0.2435240066	0.9197510962
277	0.2434499142	0.9198155791
278	0.2434090657	0.9198478205
279	0.2433614833	0.9197510962
280	0.2433042255	0.9198800619
281	0.2432430388	0.9199767862
282	0.2431899436	0.9199767862
283	0.2431347172	0.9199445448
284	0.2430758972	0.9200090276
285	0.2430084655	0.920041269
286	0.2429501601	0.9202347176
287	0.2429144347	0.9202347176
288	0.2428301704	0.9202024761
289	0.2427640295	0.9202024761
290	0.2426597176	0.920266959
291	0.2426102594	0.920266959
292	0.2425206375	0.9203314418
293	0.2424547259	0.9204604075
294	0.2423995075	0.9203959247
295	0.2423649707	0.9203314418
296	0.2423185227	0.9204281661
297	0.2422591288	0.9205571318
298	0.2421698897	0.9205571318
299	0.2420683827	0.9206538561
300	0.2420124612	0.9206860975
301	0.2419808714	0.9206216147
302	0.241924077	0.9206860975
303	0.2418311332	0.9209440289
304	0.2417661859	0.9209762703
305	0.2416764749	0.9209117875
306	0.2416068145	0.9208150632
307	0.2415508333	0.9209762703
308	0.2414888287	0.9210085117
309	0.2413625942	0.9210085117
310	0.2412700492	0.9212019603
311	0.2411969379	0.9210729946
312	0.2411305808	0.9210729946
313	0.241043954	0.9211697189
314	0.240944664	0.9211374774
315	0.2408536682	0.921105236
316	0.2407922214	0.9212019603
317	0.24072398	0.9212342017
318	0.2406743768	0.9212986845
319	0.2405953515	0.9215243745
320	0.240480784	0.9216210988
321	0.2404156562	0.9217500645
322	0.2403746998	0.9217178231
323	0.2402914996	0.9215566159
324	0.2402210034	0.9216210988
325	0.2401688786	0.9216210988
326	0.2400584749	0.9216855816
327	0.2399920005	0.9216855816
328	0.2399417667	0.9216210988
329	0.2398723556	0.9216210988
330	0.2398393619	0.9216855816
331	0.2397722271	0.9217178231
332	0.2396732243	0.9218145473
333	0.2396005232	0.921943513
334	0.2395394244	0.921943513
335	0.2394715324	0.9219757544
336	0.2394043853	0.9219757544
337	0.2392693214	0.9219757544
338	0.2392214159	0.9220402373
339	0.2391589798	0.9220402373
340	0.2391197188	0.9221369616
341	0.2390509299	0.9221047201
342	0.238994405	0.9221047201
343	0.2389335503	0.9221047201
344	0.2389155027	0.9221047201
345	0.2388398878	0.922169203
346	0.2388061018	0.9222014444
347	0.2387472359	0.9222981687
348	0.2386938138	0.9222659273
349	0.2386362879	0.9222981687
350	0.2385448168	0.922394893
351	0.2384974234	0.9224593758
352	0.2384266708	0.9224916172
353	0.2383619534	0.9225883415
354	0.2383318399	0.9226850658
355	0.2382914666	0.9227173072
356	0.2382133909	0.9227173072
357	0.2381342319	0.9226528243
358	0.2380635783	0.9228462729
359	0.2379912169	0.9228140315
360	0.2379147435	0.9229107557
361	0.2378562225	0.9229752386
362	0.2377176104	0.9228785143
363	0.2376670226	0.9228785143
364	0.2375888181	0.9228785143
365	0.2375587556	0.9229107557
366	0.2374849905	0.92300748
367	0.2373846103	0.92300748
368	0.2372986166	0.92300748
369	0.2372374866	0.9231042043
370	0.237150624	0.9231364457
371	0.2371026694	0.9232654114
372	0.2369987834	0.9233298942
373	0.2369401396	0.9233621357
374	0.2368624368	0.9232976528
375	0.2368357749	0.9233298942
376	0.2367942885	0.9233621357
377	0.2367602981	0.9233621357
378	0.2367071983	0.9233943771
379	0.2366357156	0.9233298942
380	0.23655768	0.9233298942
381	0.2364845109	0.9233298942
382	0.2363940484	0.9234588599
383	0.236359272	0.9234911014
384	0.2362645132	0.9234266185
385	0.2362086858	0.9234588599
386	0.2361255671	0.9236200671
387	0.2360921765	0.9236200671
388	0.2360444585	0.9237167913
389	0.236009336	0.9238135156
390	0.2359333176	0.9237812742
391	0.2358802177	0.9237490328
392	0.2358369564	0.9237812742
393	0.235794199	0.9237812742
394	0.2357039688	0.9237812742
395	0.2356351491	0.9238779985
396	0.2355501284	0.9239747227
397	0.2354723746	0.924071447
398	0.2353779812	0.9241359298
399	0.2353148837	0.9241359298
400	0.2352154955	0.9242326541
401	0.2351250145	0.9244905855
402	0.235009365	0.9244905855
403	0.2349447105	0.9244583441
404	0.2348606412	0.9245873098
405	0.234777108	0.9245228269
406	0.234733795	0.9245873098
407	0.2347031193	0.9245873098
408	0.2346456992	0.9246517926
409	0.2345405569	0.9247162755
410	0.2344775614	0.9246517926
411	0.2344475961	0.9247162755
412	0.2343975481	0.9247485169
413	0.2343281015	0.924684034
414	0.2342747091	0.924684034
415	0.2342304105	0.9246517926
416	0.2341631319	0.9246195512
417	0.2341140103	0.9246517926
418	0.234070476	0.924684034
419	0.2340312332	0.9247807583
420	0.2339206216	0.9248129997
421	0.2338258524	0.9249419654
422	0.2337423949	0.9250386897
423	0.2336717326	0.9250386897
424	0.233625571	0.9250709311
425	0.2336035828	0.9250709311
426	0.2335488379	0.9251031726
427	0.2334721719	0.9250709311
428	0.2334215257	0.9252321383
429	0.2333521013	0.9252966211
430	0.2332564292	0.9253933454
431	0.2331741451	0.9253933454
432	0.2331135121	0.9253611039
433	0.2330719479	0.9254900696
434	0.2330224682	0.9255223111
435	0.2329597352	0.9255223111
436	0.2329064164	0.9255223111
437	0.2328112408	0.9256512768
438	0.2327519532	0.9255545525
439	0.2327158294	0.9256190353
440	0.2326731311	0.9256190353
441	0.2326187995	0.9256190353
442	0.2325891828	0.9256512768
443	0.232558703	0.9256835182
444	0.2325150656	0.9256190353
445	0.2324596835	0.925748001
446	0.2324367369	0.925748001
447	0.2323691146	0.9259092082
448	0.2323190303	0.9259414496
449	0.232248919	0.925973691
450	0.2322065895	0.9259414496
451	0.2321487355	0.9259092082
452	0.2320466931	0.9258769667
453	0.2320016948	0.9260059324
454	0.2319223319	0.9260704153
455	0.2318586839	0.9260059324
456	0.2318329233	0.9260059324
457	0.2317726446	0.9260704153
458	0.2317165551	0.9261348981
459	0.2316525933	0.9260704153
460	0.2315532621	0.9262316224
461	0.2314732138	0.926199381
462	0.2314237502	0.9262961052
463	0.2313900148	0.9262638638
464	0.2313773068	0.9262638638
465	0.231356901	0.9263283467
466	0.2313016348	0.9263928295
467	0.2312468545	0.9263928295
468	0.2311855044	0.9264250709
469	0.2311324321	0.9265217952
470	0.2310603649	0.9265862781
471	0.2310003155	0.9264895538
472	0.2309327704	0.9265217952
473	0.2308930386	0.9265540366
474	0.2308074259	0.9265540366
475	0.2307531098	0.9266830023
476	0.2306624365	0.9266507609
477	0.2306218978	0.9267474852
478	0.2305782043	0.9267797266
479	0.2304873896	0.9267474852
480	0.2304446916	0.9267797266
481	0.2303868255	0.9267474852
482	0.2303389629	0.9267797266
483	0.2302874192	0.9267797266
484	0.2302147987	0.9267797266
485	0.2301840962	0.9267474852
486	0.230144815	0.9267797266
487	0.2300416621	0.9269086923
488	0.2299979118	0.9269409337
489	0.2299525664	0.9269409337
490	0.2299078005	0.9270054166
491	0.2297956593	0.9270054166
492	0.2297701843	0.9270054166
493	0.2296965092	0.9270698994
494	0.229632058	0.9271343823
495	0.2295310626	0.9270698994
496	0.2294725029	0.9271021408
497	0.2294131971	0.9271021408
498	0.2293230228	0.9270698994
499	0.2293005838	0.9271021408
500	0.2292504064	0.9271343823
501	0.229134451	0.9272311065
502	0.2290211572	0.9271666237
503	0.2289529068	0.9272311065
504	0.2289045989	0.9273278308
505	0.2288300798	0.9273923136
506	0.2287835248	0.9274567965
507	0.2287359539	0.9275212793
508	0.2286975795	0.9276180036
509	0.2286371112	0.9276824865
510	0.2285661293	0.9276824865
511	0.228541079	0.9276180036
512	0.2285166048	0.9275857622
513	0.2284673182	0.9275212793
514	0.2284172571	0.9275535208
515	0.2283628905	0.9275857622
516	0.2282398914	0.9275535208
517	0.2282004453	0.9275212793
518	0.2281211889	0.9276180036
519	0.2280493162	0.9276824865
520	0.2279911226	0.9277147279
521	0.2279427654	0.9277792107
522	0.2279028747	0.9277147279
523	0.2278472855	0.9277147279
524	0.2278137855	0.9277147279
525	0.2277729585	0.9277469693
526	0.2276685649	0.9278114522
527	0.2275985504	0.9278436936
528	0.2275480837	0.9279081764
529	0.2274697578	0.927875935
530	0.2274106405	0.9278436936
531	0.2273651368	0.9279404178
532	0.2273134378	0.9279404178
533	0.2272779491	0.9279726593
534	0.2272206524	0.9279726593
535	0.2271597397	0.927875935
536	0.2270945829	0.9279404178
537	0.2269940449	0.9279726593
538	0.2269422997	0.9279404178
539	0.2268315923	0.9280049007
540	0.226756531	0.9280693835
541	0.2267087984	0.928101625
542	0.2266769966	0.9281338664
543	0.2266308265	0.9282950735
544	0.2265668376	0.9282305907
545	0.2265040508	0.9281983492
546	0.2264634782	0.9282305907
547	0.2263843634	0.9283917978
548	0.2263296796	0.9284885221
549	0.2262962973	0.9284885221
550	0.2262558287	0.9284562806
551	0.2261873346	0.9284885221
552	0.226100863	0.9284562806
553	0.2260552949	0.9284240392
554	0.226012015	0.9284240392
555	0.2259541822	0.9284885221
556	0.2259359694	0.9284562806
557	0.2258704018	0.9284240392
558	0.2258351473	0.9284562806
559	0.2257504726	0.9285530049
560	0.2257021095	0.9284885221
561	0.2256442532	0.9286174877
562	0.2255982706	0.9286819706
563	0.225564077	0.9286497292
564	0.225496755	0.9286497292
565	0.2254731576	0.9286819706
566	0.2254369544	0.9286819706
567	0.225394999	0.928714212
568	0.2253401212	0.928714212
569	0.22530533	0.9287464534
570	0.2252454988	0.9288109363
571	0.2251758388	0.928714212
572	0.2250912229	0.9286819706
573	0.2250557602	0.9288754191
574	0.2250000628	0.9287786949
575	0.2249571877	0.9287786949
576	0.224896491	0.9288109363
577	0.2248530463	0.9288109363
578	0.2248280243	0.9288754191
579	0.2247674696	0.9288431777
580	0.2247014009	0.9288431777
581	0.2246417459	0.9287786949
582	0.2245227485	0.9287464534
583	0.2244675194	0.9289076606
584	0.224376078	0.9288754191
585	0.2243432827	0.9290043848
586	0.2243012975	0.928939902
587	0.2242559261	0.9290366263
588	0.2242096111	0.9291011091
589	0.2241505462	0.9291011091
590	0.2240662999	0.9293267991
591	0.2240015682	0.9292945576
592	0.2239200366	0.9293590405
593	0.2238651117	0.9293267991
594	0.2237873102	0.9293590405
595	0.2237328527	0.9294235233
596	0.2236930093	0.9294557648
597	0.2236539311	0.9293912819
598	0.2235768071	0.9294880062
599	0.223471332	0.9294557648
600	0.2234155211	0.9294880062
601	0.2233574046	0.9295202476
602	0.2232881451	0.929552489
603	0.2232463488	0.9296169719
604	0.2231678375	0.9296169719
605	0.2231377398	0.9295847305
606	0.2231094005	0.9297459376
607	0.2230924942	0.9297459376
608	0.2229595484	0.9297136962
609	0.2229082283	0.9298104204
610	0.2228166725	0.9298749033
611	0.2226980372	0.929778179
612	0.222677434	0.9298104204
613	0.2226079666	0.9298426619
614	0.2225283984	0.9298426619
615	0.2224715912	0.9298104204
616	0.2223819313	0.9298426619
617	0.222317762	0.9298749033
618	0.2222775245	0.9298749033
619	0.2222337558	0.9298426619
620	0.2221950684	0.9299071447
621	0.2221306309	0.9299393861
622	0.2220670791	0.9299716275
623	0.2220187562	0.9300361104
624	0.2219795944	0.9299716275
625	0.221940198	0.9300683518
626	0.2218913168	0.9299716275
627	0.2217904851	0.9299393861
628	0.2217493814	0.9299393861
629	0.2216867006	0.9299716275
630	0.2216321671	0.9300683518
631	0.2215915771	0.9300683518
632	0.2215657894	0.9300683518
633	0.221468752	0.9300683518
634	0.2214082759	0.9301650761
635	0.2213479518	0.9302618004
636	0.2213048376	0.9303262832
637	0.2212669783	0.9303585246
638	0.2212165778	0.9303262832
639	0.2212014541	0.9303262832
640	0.2211247392	0.9302618004
641	0.2210503246	0.9302618004
642	0.2209339121	0.9302940418
643	0.2208776518	0.9302940418
644	0.2207930252	0.9302940418
645	0.220751982	0.9303585246
646	0.2207133217	0.9303907661
647	0.2206759876	0.9303907661
648	0.2206413931	0.9303907661
649	0.2206054117	0.9304230075
650	0.2205259034	0.9304552489
651	0.2204448579	0.930616456
652	0.2203919403	0.9307131803
653	0.2203783565	0.9306809389
654	0.2202920956	0.9307131803
655	0.2202539234	0.9306809389
656	0.2201940789	0.9306486974
657	0.2201489475	0.9306809389
658	0.2200915331	0.9306809389
659	0.2200476475	0.9306809389
660	0.220001423	0.9306809389
661	0.2199573803	0.9306486974
662	0.2199384412	0.9306809389
663	0.2198800542	0.9307131803
664	0.2198239066	0.9307454217
665	0.2197777774	0.930842146
666	0.2197228536	0.9309066288
667	0.2196508726	0.9308099046
668	0.2196143442	0.9308743874
669	0.2195949823	0.9309066288
670	0.2195212795	0.9309066288
671	0.2194915583	0.9309388703
672	0.2194385172	0.9309388703
673	0.2193730445	0.9310033531
674	0.2193343583	0.9310033531
675	0.2192958795	0.9311000774
676	0.2192170269	0.9311323188
677	0.2191486948	0.931067836
678	0.2190492243	0.9311000774
679	0.2190202111	0.9311323188
680	0.2189367911	0.9311645602
681	0.2189069167	0.9311968017
682	0.2188657072	0.9312612845
683	0.2188192463	0.9312935259
684	0.2187589621	0.9312612845
685	0.2187205095	0.9312935259
686	0.2186578694	0.9312935259
687	0.2185556961	0.9312935259
688	0.2185442914	0.9312935259
689	0.2184560365	0.9312935259
690	0.2183925561	0.9312935259
691	0.2183505582	0.9312935259
692	0.218320806	0.9313257673
693	0.2182661818	0.9314869745
694	0.2181884686	0.9314224916
695	0.2181357799	0.9314224916
696	0.218063023	0.9314224916
697	0.2180008478	0.9313902502
698	0.2179447095	0.9313902502
699	0.2178731286	0.931454733
700	0.2178397767	0.9314224916
701	0.2177993189	0.931454733
702	0.2177529244	0.9314869745
703	0.2177249793	0.9314869745
704	0.2176321106	0.9314869745
705	0.217602122	0.931454733
706	0.2175295622	0.9315192159
707	0.2174319171	0.9315514573
708	0.2173915025	0.9314869745
709	0.2173364226	0.9315192159
710	0.2172693578	0.9315514573
711	0.2172416209	0.9314869745
712	0.2171776488	0.9315192159
713	0.217118271	0.9315192159
714	0.2170612435	0.9316159402
715	0.2170365399	0.9316159402
716	0.2169876509	0.9315836987
717	0.2169351096	0.9316481816
718	0.2168934778	0.9317449059
719	0.2168374372	0.9317449059
720	0.2168094229	0.9317449059
721	0.2167835343	0.9317449059
722	0.2167468173	0.9317126644
723	0.2167160532	0.9317449059
724	0.2166543392	0.931680423
725	0.2165461819	0.9318093887
726	0.2165073437	0.9318416301
727	0.2164409217	0.9319383544
728	0.2163555389	0.9318738716
729	0.2163366234	0.9319383544
730	0.216308926	0.931906113
731	0.2162820036	0.931906113
732	0.2162076461	0.9319705958
733	0.2161397165	0.931906113
734	0.2160675365	0.9320350787
735	0.2160129494	0.9320028372
736	0.2159600822	0.9320673201
737	0.2159228839	0.9321640444
738	0.2159133865	0.9321962858
739	0.2158611275	0.9322607686
740	0.2157846712	0.9322285272
741	0.215684152	0.9320995615
742	0.2156518249	0.9321318029
743	0.215591826	0.9321640444
744	0.2155013611	0.9320995615
745	0.2154626451	0.9320995615
746	0.2154329426	0.9321640444
747	0.215397349	0.9321318029
748	0.215358446	0.9321318029
749	0.2153067786	0.9321640444
750	0.2152760737	0.9322607686
751	0.2152248934	0.9322930101
752	0.2151753569	0.9323574929
753	0.2151214488	0.9323574929
754	0.2150562397	0.9323897343
755	0.2150049763	0.9323897343
756	0.2149348237	0.9324219758
757	0.2149140429	0.9324864586
758	0.2148710638	0.9325187
759	0.2148380122	0.9325831829
760	0.2148270931	0.9325831829
761	0.2147913488	0.9325187
762	0.2147406381	0.9324864586
763	0.2147240354	0.9325187
764	0.2146532074	0.9325509414
765	0.2145806117	0.9326476657
766	0.2145567006	0.9326799071
767	0.2144756548	0.93274439
768	0.2143931295	0.9327766314
769	0.2143301597	0.9329055971
770	0.2142897722	0.9329055971
771	0.2142650558	0.9330023214
772	0.2142453496	0.9330023214
773	0.2142081457	0.9330668042
774	0.214183195	0.9330023214
775	0.2141308481	0.9330023214
776	0.2141062414	0.9329055971
777	0.2140581316	0.9329055971
778	0.2140213011	0.9330023214
779	0.2139860764	0.93297008
780	0.2139603766	0.9330023214
781	0.2139259391	0.9329378385
782	0.2138946335	0.9329378385
783	0.213828885	0.9329378385
784	0.2137675705	0.93297008
785	0.2137283122	0.93297008
786	0.2136527725	0.9330668042
787	0.2136173376	0.9330668042
788	0.2135737952	0.9330668042
789	0.2135518555	0.9330990457
790	0.2134366574	0.9330990457
791	0.2133649447	0.9330668042
792	0.2133315319	0.9330990457
793	0.2133068373	0.9331635285
794	0.2132535774	0.9331635285
795	0.2132175205	0.9332602528
796	0.2131862965	0.9332280113
797	0.2131390595	0.9332602528
798	0.2130657853	0.9332280113
799	0.2129740478	0.9332924942
800	0.2129129651	0.9332924942
801	0.2128900938	0.9332924942
802	0.2128411539	0.9333247356
803	0.2127856543	0.9332924942
804	0.2127578209	0.9332280113
805	0.212701024	0.9332280113
806	0.2126500282	0.9331635285
807	0.2125599787	0.9332280113
808	0.2124995362	0.9331957699
809	0.2124432093	0.9331635285
810	0.2124053444	0.9332602528
811	0.2123714421	0.9332602528
812	0.212354733	0.9332602528
813	0.2122897069	0.9332924942
814	0.2122799028	0.9332924942
815	0.2122350158	0.9334214599
816	0.2122206627	0.9334214599
817	0.2121828439	0.9333892185
818	0.2121372822	0.9334214599
819	0.2121086946	0.9334214599
820	0.2120494037	0.9334537013
821	0.2120417606	0.9334537013
822	0.2119999189	0.9335181842
823	0.21197133	0.9335181842
824	0.2118871701	0.9336149084
825	0.2118450998	0.933582667
826	0.2118076875	0.9336149084
827	0.2117232274	0.9337116327
828	0.2116635512	0.9337116327
829	0.211642425	0.9337438741
830	0.2116036731	0.9338405984
831	0.2115671695	0.9338405984
832	0.2115276202	0.9337761156
833	0.2114467278	0.9337761156
834	0.2113758493	0.9337761156
835	0.2113144823	0.9337438741
836	0.2112856021	0.9337761156
837	0.2112517261	0.9338728398
838	0.2111826479	0.9339050812
839	0.2111532609	0.9339050812
840	0.2111180332	0.9339373227
841	0.211101902	0.9339373227
842	0.2110655323	0.9339050812
843	0.2110278947	0.9339050812
844	0.2109931248	0.9339050812
845	0.2109149179	0.9339373227
846	0.2108649668	0.9339695641
847	0.2108268488	0.9339373227
848	0.2107925459	0.9339050812
849	0.2107409676	0.9338728398
850	0.2107233984	0.9339050812
851	0.2107159712	0.9339050812
852	0.210689189	0.9339373227
853	0.2106147933	0.9339695641
854	0.2105351818	0.9340340469
855	0.2104994306	0.9339373227
856	0.2104387629	0.9339695641
857	0.2104026176	0.9340340469
858	0.2103551331	0.9340985298
859	0.2103200384	0.9340662884
860	0.2102845895	0.9340662884
861	0.2102145996	0.9341307712
862	0.210158467	0.9340985298
863	0.210132661	0.9341630126
864	0.2101086233	0.9341952541
865	0.2100462219	0.9342274955
866	0.2099993465	0.9342597369
867	0.2099729688	0.9341630126
868	0.2099244215	0.9342274955
869	0.2098183851	0.9342919783
870	0.2097408763	0.9343242198
871	0.2097048884	0.9341952541
872	0.2096371321	0.9342274955
873	0.2095727268	0.9342597369
874	0.2094946219	0.9342919783
875	0.2094378966	0.9343564612
876	0.2093840678	0.9343887026
877	0.2093296174	0.9344531855
878	0.2092639934	0.9343242198
879	0.2092180353	0.9343564612
880	0.2091478047	0.9343242198
881	0.2090987186	0.9343564612
882	0.2090496038	0.9343242198
