iter	Logloss	Accuracy
883	0.2090017939	0.9343242198
884	0.2089321664	0.9343242198
885	0.2088492369	0.934420944
886	0.2088049411	0.9345176683
887	0.2087664765	0.934420944
888	0.2087236164	0.9344531855
889	0.2086819861	0.9345499097
890	0.2086199793	0.9344854269
891	0.208550037	0.9345176683
892	0.208497616	0.9345821511
893	0.2084609888	0.9344531855
894	0.2084303052	0.9345176683
895	0.2083694494	0.934646634
896	0.2083141713	0.9347433583
897	0.2082631577	0.9347755997
898	0.2082160858	0.9348078411
899	0.208158379	0.9348078411
900	0.2081380215	0.9348078411
901	0.2080860712	0.934872324
902	0.2080662735	0.9349045654
903	0.2080261878	0.9349045654
904	0.2079859935	0.9348078411
905	0.2079506933	0.934872324
906	0.2079203278	0.9348400825
907	0.2078638197	0.9348078411
908	0.2078193982	0.9348078411
909	0.2077499051	0.9347755997
910	0.2076980231	0.9349045654
911	0.2076445582	0.9349045654
912	0.207589645	0.9349690482
913	0.2075198716	0.9350335311
914	0.2074426698	0.9350012897
915	0.2074012204	0.9350012897
916	0.2073706174	0.9350335311
917	0.2073452739	0.9349690482
918	0.2073123263	0.9350335311
919	0.2072685961	0.9350012897
920	0.2072261944	0.9350657725
921	0.2071737965	0.9350980139
922	0.2071430554	0.9351624968
923	0.2071120928	0.9352269796
924	0.2070706205	0.9352269796
925	0.2070402996	0.9352269796
926	0.2069892987	0.9352269796
927	0.2069451652	0.9352269796
928	0.2068929147	0.9352269796
929	0.2068432464	0.9351947382
930	0.2068276278	0.9351947382
931	0.2067891529	0.9352914625
932	0.2067665199	0.9352914625
933	0.2067026516	0.9353237039
934	0.2066738351	0.9353237039
935	0.2066160718	0.9353237039
936	0.2065916572	0.9353237039
937	0.2065588979	0.9353237039
938	0.2065011295	0.9353559453
939	0.2064590827	0.9353881867
940	0.2064080295	0.9353881867
941	0.2063693755	0.9353881867
942	0.2063394301	0.9354204282
943	0.2062771673	0.9354526696
944	0.2062590448	0.9354526696
945	0.2062174746	0.9354526696
946	0.2061599533	0.9355171524
947	0.2061222206	0.9355171524
948	0.2060370815	0.9354204282
949	0.2059848689	0.935484911
950	0.2059490539	0.9355816353
951	0.2059351647	0.9355493939
952	0.2058800956	0.9355171524
953	0.2057989405	0.9355816353
954	0.2057246707	0.9356461181
955	0.2056885907	0.9356138767
956	0.2056099701	0.9356461181
957	0.2055509443	0.9356783596
958	0.2055172098	0.935710601
959	0.2054922879	0.9357750838
960	0.2054584141	0.9356783596
961	0.2053743302	0.9356461181
962	0.2053435335	0.9356138767
963	0.205277161	0.9356783596
964	0.2052402516	0.9356783596
965	0.205225508	0.9356783596
966	0.2051859692	0.9356783596
967	0.205170449	0.935710601
968	0.2051329169	0.9356783596
969	0.2050889793	0.935710601
970	0.2050192703	0.9357428424
971	0.2049708071	0.9358395667
972	0.2049335765	0.9359362909
973	0.2048823611	0.9359040495
974	0.2048406677	0.9358718081
975	0.2048078375	0.9358718081
976	0.2047180656	0.9357750838
977	0.2046993878	0.9358073253
978	0.2046269942	0.9360007738
979	0.204579442	0.9359685324
980	0.204545299	0.9359685324
981	0.2045161667	0.9360974981
982	0.2044806191	0.9360330152
983	0.2044379204	0.9360652566
984	0.2043463432	0.9360652566
985	0.2043211991	0.9360330152
986	0.2042389715	0.9361297395
987	0.2041678674	0.9361619809
988	0.2041044343	0.9361619809
989	0.2040435404	0.9362264638
990	0.2039947831	0.9362587052
991	0.2039850168	0.9362264638
992	0.203914472	0.9361942223
993	0.2038890279	0.9361942223
994	0.2038452742	0.9362587052
995	0.2038275872	0.9362909466
996	0.2037892386	0.9362587052
997	0.2037583738	0.9361942223
998	0.2037299445	0.9362264638
999	0.2036851207	0.936323188
