iter	Logloss	Accuracy
220	0.1192650876	0.9707177455
221	0.1188800446	0.9707177455
222	0.1184862229	0.9707177455
223	0.1180435285	0.9707177455
224	0.1172941737	0.9707177455
225	0.1170529849	0.9707177455
226	0.1167795765	0.9709379128
227	0.1165969939	0.9707177455
228	0.1163192862	0.9707177455
229	0.1159510311	0.9707177455
230	0.1156989088	0.9711580801
231	0.1154128586	0.9711580801
232	0.1152042845	0.9713782475
233	0.1149777185	0.9713782475
234	0.1147189111	0.9711580801
235	0.114425478	0.9715984148
236	0.1140947703	0.9713782475
237	0.1138988873	0.9718185821
238	0.1136029366	0.9720387494
239	0.1133916104	0.9722589168
240	0.1130398213	0.9722589168
241	0.1126084514	0.9724790841
242	0.1120840476	0.9724790841
243	0.1118716002	0.9722589168
244	0.111762845	0.9722589168
245	0.1115520804	0.9724790841
246	0.1112559247	0.9726992514
247	0.11102603	0.9726992514
248	0.1108046542	0.9729194188
249	0.1104906991	0.9731395861
250	0.1102480551	0.9731395861
251	0.1099040633	0.9731395861
252	0.1097329878	0.9731395861
253	0.1093590919	0.9731395861
254	0.1091104224	0.9731395861
255	0.1088182068	0.9731395861
256	0.1085731624	0.9731395861
257	0.1082488198	0.9733597534
258	0.1078827068	0.9733597534
259	0.1077221441	0.9733597534
260	0.1073581884	0.9733597534
261	0.1071421576	0.9733597534
262	0.10698111	0.9733597534
263	0.1066140134	0.9733597534
264	0.1064057682	0.9733597534
265	0.1061986821	0.9735799207
266	0.1060447267	0.9735799207
267	0.1057192773	0.9735799207
268	0.1054521501	0.9740202554
269	0.1052428813	0.9740202554
270	0.1050505943	0.9740202554
271	0.1046867729	0.9740202554
272	0.1042199447	0.9742404227
273	0.1040962193	0.9742404227
274	0.1036869215	0.97446059
275	0.103513961	0.9746807574
276	0.1031086155	0.9746807574
277	0.1029524987	0.9746807574
278	0.1027953879	0.9749009247
279	0.1024855868	0.9749009247
280	0.1022261849	0.9746807574
281	0.1020199486	0.9746807574
282	0.1017119504	0.9746807574
283	0.1015627858	0.975121092
284	0.1014422368	0.9753412594
285	0.1012742524	0.9753412594
286	0.1011868666	0.9753412594
287	0.1010528507	0.9753412594
288	0.100929925	0.9753412594
289	0.1007717806	0.9753412594
290	0.1006403407	0.9753412594
291	0.1003066864	0.975781594
292	0.1000025421	0.975781594
293	0.09988422695	0.9755614267
294	0.09966100165	0.9755614267
295	0.09924286286	0.9755614267
296	0.09897188886	0.9755614267
297	0.09875561029	0.9755614267
298	0.09867467874	0.9755614267
299	0.09825716166	0.975781594
300	0.09809116544	0.975781594
301	0.09792642644	0.9760017613
302	0.09784050044	0.9760017613
303	0.09766542041	0.9760017613
304	0.09746340956	0.9760017613
305	0.09723946709	0.9760017613
306	0.09699496323	0.9760017613
307	0.09691533914	0.9760017613
308	0.09664699769	0.9760017613
309	0.09653172151	0.9760017613
310	0.09627997851	0.9760017613
311	0.09595422569	0.9760017613
312	0.09574024868	0.976442096
313	0.09542520497	0.9766622633
314	0.09522870976	0.9766622633
315	0.09502746306	0.9766622633
316	0.09478873068	0.9766622633
317	0.09436071704	0.9768824306
318	0.09417155954	0.9768824306
319	0.09400362068	0.9768824306
320	0.09390776187	0.9768824306
321	0.09360749581	0.977102598
322	0.09351043644	0.977102598
323	0.09335653396	0.977102598
324	0.09320063208	0.977102598
325	0.0930797256	0.977102598
326	0.09283511299	0.9773227653
327	0.09260322331	0.9775429326
328	0.092280618	0.9775429326
329	0.09216264407	0.9775429326
330	0.09192457276	0.9779832673
331	0.09176219422	0.9779832673
332	0.09147451413	0.9779832673
333	0.09132004531	0.9779832673
334	0.09121903623	0.9782034346
335	0.09098539764	0.9782034346
336	0.09081202328	0.9782034346
337	0.09060480567	0.9782034346
338	0.09040974108	0.9782034346
339	0.09019786384	0.9782034346
340	0.09002853455	0.9782034346
341	0.08977669297	0.9782034346
342	0.08964316537	0.9782034346
343	0.08946209255	0.9782034346
344	0.08930641045	0.9782034346
345	0.08888766038	0.9786437693
346	0.08868457371	0.9786437693
347	0.08858865177	0.9786437693
348	0.08838710575	0.9788639366
349	0.08829294582	0.9786437693
350	0.08798919469	0.9786437693
351	0.08770014098	0.9790841039
352	0.08750637046	0.9790841039
353	0.08740579564	0.9790841039
354	0.08719898985	0.9790841039
355	0.0871341086	0.9790841039
356	0.08697659029	0.9790841039
357	0.08670398126	0.9790841039
358	0.08659808912	0.9790841039
359	0.08649771673	0.9790841039
360	0.08634336334	0.9790841039
361	0.08623455946	0.9790841039
362	0.08604408904	0.9790841039
363	0.08581438476	0.9790841039
364	0.08566387008	0.9790841039
365	0.085516835	0.9790841039
366	0.08521338085	0.9790841039
367	0.08503481342	0.9790841039
368	0.084932012	0.9790841039
369	0.08466609841	0.9790841039
370	0.08450242782	0.9790841039
371	0.08425457698	0.9793042712
372	0.0842099408	0.9793042712
373	0.08401883869	0.9790841039
374	0.08384820268	0.9793042712
375	0.0836790471	0.9793042712
376	0.08350898875	0.9795244386
377	0.08324172094	0.9795244386
378	0.08315166613	0.9797446059
379	0.08292788802	0.9797446059
380	0.08271428402	0.9797446059
381	0.08258622707	0.9797446059
382	0.08243881122	0.9797446059
383	0.08228491696	0.9797446059
384	0.08207082378	0.9797446059
385	0.08185288602	0.9799647732
386	0.08174822745	0.9799647732
387	0.08156825117	0.9799647732
388	0.08140174423	0.9799647732
389	0.08124668892	0.9799647732
390	0.08123063533	0.9799647732
391	0.08112993814	0.9799647732
392	0.08098907724	0.9801849406
393	0.0808361113	0.9801849406
394	0.08066471169	0.9804051079
395	0.0804452775	0.9804051079
396	0.0802209472	0.9806252752
397	0.0800519783	0.9804051079
398	0.07995449155	0.9806252752
399	0.07977692711	0.9812857772
400	0.07966183746	0.9812857772
401	0.07950417388	0.9812857772
402	0.07916628291	0.9812857772
403	0.0790426685	0.9812857772
404	0.0788048327	0.9815059445
405	0.07879360217	0.9815059445
406	0.07866352585	0.9815059445
407	0.07840298865	0.9815059445
408	0.07821576502	0.9815059445
409	0.07801055937	0.9815059445
410	0.07788699467	0.9815059445
411	0.07774243549	0.9817261118
412	0.07762817441	0.9817261118
413	0.07743294483	0.9817261118
414	0.07727571934	0.9817261118
415	0.07719890867	0.9817261118
416	0.07709169425	0.9817261118
417	0.07706420301	0.9817261118
418	0.0768665587	0.9817261118
419	0.07666138939	0.9817261118
420	0.07655018087	0.9819462792
421	0.07619612728	0.9819462792
422	0.07594142088	0.9819462792
423	0.07573514523	0.9821664465
424	0.07553556328	0.9821664465
425	0.07549906949	0.9821664465
426	0.07540180733	0.9821664465
427	0.07522229853	0.9821664465
428	0.07508820378	0.9823866138
429	0.0749633401	0.9823866138
430	0.07470021052	0.9823866138
431	0.07459128511	0.9823866138
432	0.074403112	0.9823866138
433	0.07426851168	0.9823866138
434	0.07418545537	0.9823866138
435	0.07391565506	0.9823866138
436	0.07384073834	0.9823866138
437	0.07364135945	0.9823866138
438	0.0733821011	0.9823866138
439	0.07322244693	0.9826067812
440	0.07313344169	0.9826067812
441	0.07303116296	0.9826067812
442	0.07286651906	0.9826067812
443	0.07273649519	0.9826067812
444	0.07252389273	0.9826067812
445	0.07239311653	0.9828269485
446	0.07223004911	0.9828269485
447	0.07212545404	0.9832672831
448	0.07200589402	0.9832672831
449	0.07193360127	0.9834874505
450	0.07177072181	0.9834874505
451	0.0716326086	0.9832672831
452	0.0714645941	0.9837076178
453	0.07123802218	0.9834874505
454	0.07116649572	0.9834874505
455	0.07106241631	0.9832672831
456	0.07092056313	0.9832672831
457	0.07075597998	0.9834874505
458	0.07061418549	0.9837076178
459	0.07052251152	0.9839277851
460	0.07026139024	0.9839277851
461	0.07013525264	0.9837076178
462	0.06993944836	0.9837076178
463	0.06986175153	0.9837076178
464	0.06983994138	0.9837076178
465	0.06968093164	0.9837076178
466	0.06965680514	0.9837076178
467	0.06942006617	0.9837076178
468	0.06939991553	0.9839277851
469	0.06922369939	0.9839277851
470	0.06902543343	0.9839277851
471	0.06883894662	0.9839277851
472	0.0687344915	0.9839277851
473	0.06860089679	0.9839277851
474	0.0684462926	0.9843681198
475	0.06835426306	0.9843681198
476	0.06818578075	0.9843681198
477	0.06809924592	0.9843681198
478	0.06798537174	0.9843681198
479	0.06785419035	0.9843681198
480	0.06772160904	0.9843681198
481	0.06769736845	0.9843681198
482	0.06740240858	0.9843681198
483	0.06734545323	0.9843681198
484	0.0672808145	0.9843681198
485	0.06712006705	0.9843681198
486	0.06699790401	0.9845882871
487	0.06686303401	0.9845882871
488	0.06683116063	0.9843681198
489	0.06670520875	0.9845882871
490	0.06651592808	0.9845882871
491	0.06630043237	0.9845882871
492	0.06616876812	0.9845882871
493	0.06603303563	0.9845882871
494	0.06590642589	0.9845882871
495	0.0658122439	0.9848084544
496	0.0657083205	0.9848084544
497	0.06563906518	0.9848084544
498	0.06548863192	0.9848084544
499	0.06530316256	0.9848084544
500	0.06515144306	0.9848084544
501	0.06504290459	0.9848084544
502	0.0648493319	0.9848084544
503	0.06472852229	0.9848084544
504	0.06472105771	0.9848084544
505	0.06454613864	0.9848084544
506	0.06437672563	0.9848084544
507	0.06421193508	0.9848084544
508	0.06413074179	0.9848084544
509	0.06394222061	0.9848084544
510	0.06391493128	0.9848084544
511	0.06383529035	0.9848084544
512	0.06371694234	0.9848084544
513	0.06370360025	0.9848084544
514	0.06361274766	0.9848084544
515	0.06344971433	0.9848084544
516	0.06343037901	0.9848084544
517	0.06323037574	0.9850286218
518	0.06310481928	0.9848084544
519	0.06279460138	0.9848084544
520	0.06261871232	0.9848084544
521	0.06253313763	0.9848084544
522	0.06234486371	0.9848084544
523	0.06222695685	0.9848084544
524	0.06217379053	0.9850286218
525	0.06206683782	0.9850286218
526	0.06189419583	0.9850286218
527	0.06175530268	0.9850286218
528	0.06166521924	0.9852487891
529	0.06162126437	0.9852487891
530	0.06148457524	0.9852487891
531	0.06134854019	0.9852487891
532	0.06133322654	0.9852487891
533	0.06121760755	0.9854689564
534	0.06105157373	0.9852487891
535	0.0609356627	0.9854689564
536	0.06084048947	0.9856891237
537	0.06072013278	0.9856891237
538	0.06057579617	0.9854689564
539	0.06040612226	0.9854689564
540	0.06038685766	0.9854689564
541	0.06027178794	0.9854689564
542	0.06014978037	0.9856891237
543	0.05991310246	0.9856891237
544	0.05979842385	0.9859092911
545	0.05978700358	0.9859092911
546	0.0597261682	0.9859092911
547	0.05964259482	0.9859092911
548	0.05957896747	0.9859092911
549	0.05942190692	0.9859092911
550	0.05937107293	0.9859092911
551	0.05935667677	0.9859092911
552	0.05923448831	0.9861294584
553	0.05918792338	0.9861294584
554	0.05908618677	0.9863496257
555	0.05907092684	0.9863496257
556	0.05888678862	0.986569793
557	0.05879423632	0.986569793
558	0.05877643856	0.986569793
559	0.05870770035	0.986569793
560	0.05858951858	0.986569793
561	0.05844596942	0.9863496257
562	0.05838236977	0.9863496257
563	0.05823566635	0.9867899604
564	0.0581552731	0.9870101277
565	0.0581306246	0.9870101277
566	0.05811780268	0.9870101277
567	0.05810133518	0.9870101277
568	0.05803100249	0.9870101277
569	0.05795212237	0.9870101277
570	0.057866347	0.9870101277
571	0.05772343549	0.9870101277
572	0.05771782803	0.9870101277
573	0.05770210934	0.9870101277
574	0.0576308239	0.9870101277
575	0.05749053891	0.9870101277
576	0.05744014057	0.9870101277
577	0.05731204261	0.9870101277
578	0.0572262368	0.9870101277
579	0.05722234091	0.9870101277
580	0.05716571758	0.9870101277
581	0.05708676748	0.987230295
582	0.05703942676	0.987230295
583	0.05695958111	0.987230295
584	0.05678227304	0.987230295
585	0.05675802794	0.987230295
586	0.05658283805	0.987230295
587	0.05657360918	0.987230295
588	0.05647491918	0.987230295
589	0.05632062878	0.987230295
590	0.05622220788	0.9874504624
591	0.05614317048	0.9876706297
592	0.05604553745	0.987890797
593	0.05603842797	0.987890797
594	0.05603071401	0.9881109643
595	0.05594703284	0.9881109643
596	0.05587136324	0.9883311317
597	0.05579466914	0.9883311317
598	0.05571862623	0.9883311317
599	0.05555189898	0.988551299
600	0.05544630028	0.988551299
601	0.0553002224	0.988551299
602	0.05528944147	0.988551299
603	0.05519171314	0.988551299
604	0.05518138584	0.988551299
605	0.05510011808	0.988551299
606	0.05494724693	0.988551299
607	0.05475427588	0.988551299
608	0.05474786938	0.988551299
609	0.05462273882	0.9883311317
610	0.05454640171	0.9883311317
611	0.0544195171	0.988551299
612	0.05428820331	0.988551299
613	0.05428103698	0.988551299
614	0.05420971515	0.988551299
615	0.05405741891	0.988551299
616	0.05395788784	0.988551299
617	0.05382034089	0.988551299
618	0.05371779142	0.988551299
619	0.05370901417	0.988551299
620	0.0536900185	0.988551299
621	0.05367801512	0.988551299
622	0.05358503593	0.988551299
623	0.05350070613	0.988551299
624	0.05342562642	0.988551299
625	0.05326620057	0.988551299
626	0.0531755667	0.988551299
627	0.05316975052	0.988551299
628	0.05306938054	0.988551299
629	0.0529530409	0.988551299
630	0.05288592088	0.988551299
631	0.05276191899	0.988551299
632	0.05265240273	0.988551299
633	0.05253809095	0.988551299
634	0.05239618974	0.988551299
635	0.05226648488	0.988551299
636	0.05210993896	0.988551299
637	0.05207976402	0.988551299
638	0.05202222299	0.988551299
639	0.05196514515	0.988551299
640	0.05195946397	0.988551299
641	0.05186495145	0.988551299
642	0.05185011403	0.988551299
643	0.05169428981	0.988551299
644	0.0515674954	0.988551299
645	0.05144201031	0.988551299
646	0.05139738005	0.988551299
647	0.05134049115	0.988551299
648	0.05121799896	0.988551299
649	0.05113797187	0.988551299
650	0.05095615056	0.988551299
651	0.05088729702	0.9887714663
652	0.05077397113	0.9887714663
653	0.05063956282	0.9887714663
654	0.0506271661	0.9887714663
655	0.05056611015	0.9887714663
656	0.05049937591	0.9887714663
657	0.05048921233	0.9887714663
658	0.05047596309	0.9887714663
659	0.05035421692	0.9887714663
660	0.05026879792	0.9887714663
661	0.05020942005	0.9887714663
662	0.05015196102	0.9887714663
663	0.05001332907	0.9887714663
664	0.05000199928	0.9887714663
665	0.04985586628	0.9887714663
666	0.04971808947	0.9887714663
667	0.04960668201	0.9887714663
668	0.04960251873	0.9887714663
669	0.04951620984	0.9887714663
670	0.04940060295	0.9887714663
671	0.04917549283	0.9887714663
672	0.04903162263	0.9889916336
673	0.04887030278	0.9889916336
674	0.04875362305	0.9889916336
675	0.04873539614	0.9889916336
676	0.0486860635	0.9889916336
677	0.048539817	0.9889916336
678	0.04846666315	0.9889916336
679	0.04840546909	0.9889916336
680	0.04826162926	0.9889916336
681	0.04812499698	0.9889916336
682	0.04806872012	0.989211801
683	0.04801455482	0.989211801
684	0.04800176647	0.989211801
685	0.04797165302	0.989211801
686	0.04795472254	0.989211801
687	0.04792735033	0.989211801
688	0.04788010363	0.989211801
689	0.0477892967	0.989211801
690	0.04774254875	0.989211801
691	0.04773187715	0.989211801
692	0.04767177549	0.9894319683
693	0.04760584974	0.9894319683
694	0.04751821419	0.9894319683
695	0.0475106987	0.9894319683
696	0.04745405975	0.9896521356
697	0.04739826292	0.9894319683
698	0.04738694297	0.9896521356
699	0.04727030723	0.9896521356
700	0.04720774838	0.9896521356
701	0.0470842296	0.9896521356
702	0.0470590821	0.989872303
703	0.046952875	0.9900924703
704	0.04689199363	0.9900924703
705	0.04677784973	0.9903126376
706	0.04669759022	0.9903126376
707	0.04664399559	0.9905328049
708	0.04663668377	0.9905328049
709	0.04653532176	0.9905328049
710	0.04647876113	0.9905328049
711	0.04646652826	0.9905328049
712	0.04638994611	0.9905328049
713	0.04632383674	0.9907529723
714	0.04626643668	0.9907529723
715	0.04619239436	0.9907529723
716	0.04614356043	0.9907529723
717	0.04608978186	0.9907529723
718	0.04600723799	0.9907529723
719	0.04595626381	0.9907529723
720	0.04589879386	0.9907529723
721	0.04583801459	0.9907529723
722	0.04574458983	0.9907529723
723	0.04570606589	0.9907529723
724	0.04565819806	0.9907529723
725	0.04561781071	0.9907529723
726	0.04556060088	0.9907529723
727	0.04545763928	0.9907529723
728	0.04531722123	0.9907529723
729	0.04531025481	0.9907529723
730	0.04518705267	0.9907529723
731	0.04510365128	0.9907529723
732	0.04506264676	0.9907529723
733	0.04500190194	0.9907529723
734	0.04493125483	0.9907529723
735	0.04481673583	0.9907529723
736	0.0447613342	0.9907529723
737	0.04473814168	0.9907529723
738	0.04462871754	0.9907529723
739	0.04454497039	0.9907529723
740	0.04453488779	0.9907529723
741	0.04446842304	0.9907529723
742	0.04436733083	0.9907529723
743	0.04428642757	0.9907529723
744	0.04425658861	0.9909731396
745	0.04422180959	0.9909731396
746	0.04421614747	0.9909731396
747	0.04417090985	0.9909731396
748	0.04404051389	0.9909731396
749	0.04403693031	0.9909731396
750	0.04398282855	0.9909731396
751	0.04386980162	0.9909731396
752	0.04377690484	0.9909731396
753	0.04377162786	0.9909731396
754	0.0436632977	0.9909731396
755	0.04360181707	0.9909731396
756	0.0435649663	0.9909731396
757	0.04350801115	0.9909731396
758	0.04345766189	0.9909731396
759	0.04343605956	0.9909731396
760	0.04335060132	0.9909731396
761	0.04329139664	0.9909731396
762	0.04317055482	0.9909731396
763	0.04311738558	0.9909731396
764	0.04311212923	0.9909731396
765	0.04299392271	0.9911933069
766	0.04289337555	0.9911933069
767	0.04282005322	0.9911933069
768	0.04273068701	0.9914134742
769	0.04263816499	0.9911933069
770	0.04259432293	0.9914134742
771	0.04245548403	0.9916336416
772	0.04241865537	0.9914134742
773	0.04235915254	0.9916336416
774	0.0423555524	0.9916336416
775	0.0422978583	0.9914134742
776	0.04226710453	0.9914134742
777	0.04215707495	0.9916336416
778	0.04210847772	0.9916336416
779	0.04205244083	0.9918538089
780	0.04200845327	0.9916336416
781	0.04193331614	0.9918538089
782	0.04189691957	0.9918538089
783	0.04187305169	0.9918538089
784	0.04180294745	0.9918538089
785	0.04167309097	0.9918538089
786	0.04160995764	0.9918538089
787	0.0415384291	0.9918538089
788	0.04150715206	0.9918538089
789	0.04146564815	0.9918538089
790	0.04140041719	0.9918538089
791	0.04135731124	0.9918538089
792	0.04127124035	0.9918538089
793	0.04119150341	0.9918538089
794	0.04117430491	0.9918538089
795	0.04109757374	0.9918538089
796	0.04102664352	0.9918538089
797	0.04091960559	0.9918538089
798	0.040908747	0.9918538089
799	0.0408976735	0.9918538089
800	0.0408619826	0.9918538089
801	0.04084357436	0.9920739762
802	0.04077762369	0.9918538089
803	0.04071041839	0.9922941435
804	0.04066125981	0.9922941435
805	0.04063511608	0.9922941435
806	0.0405893248	0.9922941435
807	0.04054370446	0.9922941435
808	0.04049762933	0.9922941435
809	0.04049106529	0.9922941435
810	0.04043156611	0.9925143109
811	0.04042130775	0.9925143109
812	0.04031389934	0.9925143109
813	0.04021391621	0.9925143109
814	0.04021130841	0.9925143109
815	0.0401525635	0.9925143109
816	0.04009135766	0.9925143109
817	0.04004853296	0.9925143109
818	0.04002270218	0.9925143109
819	0.03993550465	0.9925143109
820	0.03988062167	0.9925143109
821	0.03984878238	0.9925143109
822	0.03976220065	0.9925143109
823	0.03968707071	0.9927344782
824	0.03960821081	0.9927344782
825	0.03950929522	0.9927344782
826	0.03949418197	0.9927344782
827	0.03948326878	0.9927344782
828	0.03943166009	0.9929546455
829	0.03937042582	0.9929546455
830	0.039304632	0.9929546455
831	0.03922991744	0.9929546455
832	0.03913565586	0.9929546455
833	0.03912648648	0.9927344782
834	0.03906953479	0.9927344782
835	0.03903133516	0.9929546455
836	0.03898590257	0.9929546455
837	0.0389825503	0.9929546455
838	0.0388576824	0.9929546455
839	0.03882576119	0.9929546455
840	0.03873416097	0.9929546455
841	0.03866667102	0.9929546455
842	0.03865656546	0.9929546455
843	0.03857689205	0.9929546455
844	0.03845805217	0.9931748129
845	0.03840269156	0.9931748129
846	0.03833669918	0.9931748129
847	0.03833021236	0.9931748129
848	0.03829700089	0.9931748129
849	0.03828734066	0.9931748129
850	0.0382709982	0.9931748129
851	0.038242227	0.9931748129
852	0.03821274821	0.9931748129
853	0.0381405372	0.9933949802
854	0.03805600608	0.9933949802
855	0.03805092676	0.9933949802
856	0.03795776982	0.9933949802
857	0.03790234776	0.9933949802
858	0.03781923221	0.9933949802
859	0.03774647708	0.9936151475
860	0.03764184345	0.9936151475
861	0.03761241353	0.9936151475
862	0.03758492727	0.9936151475
863	0.03749361195	0.9936151475
864	0.03748406342	0.9936151475
865	0.0374043771	0.9936151475
866	0.03739467491	0.9936151475
867	0.0373606412	0.9936151475
868	0.03731992143	0.9936151475
869	0.03725336827	0.9936151475
870	0.0372021036	0.9938353148
871	0.03711359001	0.9940554822
872	0.0370913804	0.9940554822
873	0.03702450488	0.9940554822
874	0.03698714828	0.9940554822
875	0.03695908257	0.9940554822
876	0.03688785154	0.9940554822
877	0.03686819864	0.9940554822
878	0.03683343704	0.9940554822
879	0.03680426647	0.9940554822
880	0.03675245231	0.9940554822
881	0.03670708695	0.9940554822
