iter	Passed	Remaining
609	1642	1050
610	1645	1047
611	1648	1044
612	1650	1042
613	1653	1039
614	1655	1036
615	1658	1033
616	1660	1030
617	1663	1028
618	1666	1025
619	1668	1022
620	1671	1019
621	1674	1017
622	1676	1014
623	1679	1011
624	1682	1009
625	1684	1006
626	1687	1003
627	1689	1000
628	1692	998
629	1694	995
630	1697	992
631	1700	990
632	1702	987
633	1705	984
634	1709	982
635	1712	980
636	1715	977
637	1717	974
638	1720	971
639	1722	969
640	1726	966
641	1729	964
642	1731	961
643	1734	958
644	1737	956
645	1739	953
646	1742	950
647	1744	947
648	1747	945
649	1750	942
650	1753	940
651	1756	937
652	1759	934
653	1761	932
654	1764	929
655	1767	926
656	1769	923
657	1772	921
658	1774	918
659	1777	915
660	1780	912
661	1782	910
662	1785	907
663	1787	904
664	1790	902
665	1793	899
666	1795	896
667	1798	893
668	1800	890
669	1803	888
670	1805	885
671	1808	882
672	1810	879
673	1813	877
674	1815	874
675	1818	871
676	1821	868
677	1823	866
678	1826	863
679	1828	860
680	1831	857
681	1834	855
682	1836	852
683	1839	849
684	1841	846
685	1844	844
686	1846	841
687	1849	838
688	1851	835
689	1854	833
690	1857	830
691	1861	828
692	1863	825
693	1866	822
694	1868	820
695	1871	817
696	1873	814
697	1876	811
698	1879	809
699	1881	806
700	1884	803
701	1886	801
702	1889	798
703	1892	795
704	1894	792
705	1897	790
706	1900	787
707	1902	784
708	1905	782
709	1908	779
710	1910	776
711	1913	773
712	1915	771
713	1918	768
714	1920	765
715	1923	762
716	1925	760
717	1928	757
718	1930	754
719	1933	751
720	1936	749
721	1938	746
722	1941	743
723	1943	741
724	1946	738
725	1948	735
726	1951	732
727	1954	730
728	1956	727
729	1959	724
730	1961	721
731	1964	719
732	1967	716
733	1969	713
734	1972	711
735	1974	708
736	1977	705
737	1980	702
738	1982	700
739	1985	697
740	1987	694
741	1991	692
742	1994	689
743	1996	687
744	1999	684
745	2002	681
746	2005	679
747	2007	676
748	2010	673
749	2012	670
750	2015	668
751	2018	665
752	2020	662
753	2023	660
754	2025	657
755	2028	654
756	2030	651
757	2033	649
758	2036	646
759	2038	643
760	2041	641
761	2044	638
762	2046	635
763	2049	633
764	2051	630
765	2054	627
766	2057	624
767	2059	622
768	2062	619
769	2065	616
770	2067	614
771	2070	611
772	2073	608
773	2075	606
774	2078	603
775	2080	600
776	2083	597
777	2085	595
778	2088	592
779	2091	589
780	2093	587
781	2096	584
782	2098	581
783	2101	578
784	2103	576
785	2106	573
786	2108	570
787	2111	568
788	2114	565
789	2116	562
790	2119	559
791	2122	557
792	2125	554
793	2127	552
794	2130	549
795	2133	546
796	2135	543
797	2138	541
798	2141	538
799	2143	535
800	2146	533
801	2149	530
802	2151	527
803	2154	525
804	2157	522
805	2159	519
806	2162	517
807	2164	514
808	2167	511
809	2170	509
810	2172	506
811	2175	503
812	2177	500
813	2180	498
814	2182	495
815	2185	492
816	2188	490
817	2190	487
818	2193	484
819	2195	482
820	2198	479
821	2201	476
822	2203	473
823	2206	471
824	2208	468
825	2211	465
826	2213	463
827	2216	460
828	2218	457
829	2221	455
830	2224	452
831	2226	449
832	2229	446
833	2231	444
834	2234	441
835	2237	438
836	2239	436
837	2242	433
838	2244	430
839	2247	428
840	2250	425
841	2253	422
842	2257	420
843	2259	417
844	2262	414
845	2264	412
846	2267	409
847	2270	406
848	2273	404
849	2275	401
850	2278	398
851	2280	396
852	2283	393
853	2286	390
854	2288	388
855	2291	385
856	2294	382
857	2296	380
858	2299	377
859	2301	374
860	2304	372
861	2307	369
862	2309	366
863	2312	363
864	2315	361
865	2317	358
866	2320	355
867	2322	353
868	2325	350
869	2328	347
870	2330	345
871	2333	342
872	2335	339
873	2338	337
874	2341	334
875	2343	331
876	2346	329
877	2348	326
878	2351	323
879	2354	321
880	2356	318
881	2359	315
882	2361	312
883	2364	310
884	2366	307
885	2369	304
886	2372	302
887	2374	299
888	2377	296
889	2380	294
890	2382	291
891	2385	288
892	2388	286
893	2391	283
894	2394	280
895	2397	278
896	2399	275
897	2402	272
898	2404	270
899	2407	267
900	2410	264
901	2412	262
902	2415	259
903	2417	256
904	2420	254
905	2423	251
906	2425	248
907	2428	246
908	2430	243
909	2433	240
910	2435	237
911	2438	235
912	2441	232
913	2443	229
914	2446	227
915	2448	224
916	2451	221
917	2454	219
918	2456	216
919	2460	213
920	2463	211
921	2465	208
922	2468	205
923	2471	203
924	2473	200
925	2476	197
926	2478	195
927	2481	192
928	2484	189
929	2486	187
930	2489	184
931	2491	181
932	2494	179
933	2497	176
934	2499	173
935	2502	171
936	2505	168
937	2508	165
938	2510	163
939	2513	160
940	2515	157
941	2519	155
942	2522	152
943	2524	149
944	2527	147
945	2529	144
946	2532	141
947	2535	139
948	2537	136
949	2540	133
950	2542	131
951	2545	128
952	2547	125
953	2550	122
954	2552	120
955	2555	117
956	2558	114
957	2560	112
958	2563	109
959	2565	106
960	2568	104
961	2570	101
962	2573	98
963	2576	96
964	2578	93
965	2581	90
966	2584	88
967	2586	85
968	2589	82
969	2592	80
970	2595	77
971	2597	74
972	2600	72
973	2602	69
974	2605	66
975	2608	64
976	2610	61
977	2613	58
978	2615	56
979	2618	53
980	2621	50
981	2623	48
982	2626	45
983	2629	42
984	2631	40
985	2634	37
986	2636	34
987	2639	32
988	2642	29
989	2645	26
990	2647	24
991	2651	21
992	2654	18
993	2656	16
994	2659	13
995	2661	10
996	2664	8
997	2666	5
998	2669	2
999	2672	0
